age,industry,gender,race,job,timestamp,experience_overall_years,experience_field_years,education
55-64,Retail,Woman,White,Application Developer Senior,5/5/2021 18:10:52,31 - 40 years,21 - 30 years,Master's degree
25-34,Business or Consulting,Woman,White,Senior Consultant,4/27/2021 11:38:03,11 - 20 years,8 - 10 years,Master's degree
25-34,Engineering or Manufacturing,Woman,Asian or Asian American,Quality Engineer,4/27/2021 18:50:49,2 - 4 years,1 year or less,College degree
35-44,Retail,Woman,White,Fulfillment Expert,4/27/2021 11:06:23,11 - 20 years,1 year or less,College degree
35-44,Engineering or Manufacturing,Woman,Asian or Asian American,Full Stack Software Engineer,4/28/2021 12:18:58,11 - 20 years,5-7 years,College degree
35-44,Law Enforcement & Security,Woman,White,911 Dispatch,4/27/2021 13:17:16,11 - 20 years,11 - 20 years,College degree
45-54,Nonprofits,Woman,White,Interim Executive Director,4/27/2021 11:42:56,21 - 30 years,11 - 20 years,Master's degree
35-44,Engineering or Manufacturing,Woman,White,Lead software engineer ,4/27/2021 12:33:33,11 - 20 years,11 - 20 years,Master's degree
35-44,Media & Digital,Woman,White,Editor,4/27/2021 23:50:48,11 - 20 years,11 - 20 years,Master's degree
45-54,Law,Woman,White,Litigation Paralegal,4/27/2021 11:41:59,21 - 30 years,21 - 30 years,College degree
25-34,Insurance,Woman,White,Administrative Associate,4/29/2021 10:35:00,5-7 years,2 - 4 years,College degree
55-64,Education (Primary/Secondary),Woman,White,Middle school teacher,4/27/2021 12:28:05,31 - 40 years,31 - 40 years,Master's degree
35-44,Law,Woman,White,Deputy General Counsel,4/29/2021 14:12:04,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
25-34,Government and Public Administration,Woman,White,Administrative professional,4/27/2021 15:56:58,5-7 years,5-7 years,College degree
18-24,Insurance,Woman,Asian or Asian American,Actuarial Analyst,4/28/2021 15:41:23,2 - 4 years,2 - 4 years,College degree
35-44,Nonprofits,Woman,White,Youth Services Manager,4/27/2021 12:30:22,11 - 20 years,5-7 years,Master's degree
25-34,Education (Higher Education),Man,White,Media Relations Director,4/28/2021 17:34:14,8 - 10 years,5-7 years,College degree
45-54,Distribution,Woman,White,HR Manager,5/26/2022 21:09:36,21 - 30 years,11 - 20 years,Some college
25-34,R&D in Manufacturing,Woman,"Asian or Asian American, White",R&D Project Manager,4/28/2021 12:50:43,2 - 4 years,5-7 years,College degree
35-44,Engineering or Manufacturing,Woman,White,Hardware engineer,5/5/2021 15:44:21,8 - 10 years,8 - 10 years,PhD
45-54,Computing or Tech,Man,White,Vice President Marketing,4/28/2021 19:29:11,21 - 30 years,21 - 30 years,Master's degree
35-44,Education (Primary/Secondary),Woman,White,Central Office Administrator,4/27/2021 11:59:03,11 - 20 years,11 - 20 years,Master's degree
45-54,Nonprofits,Woman,White,office manager,4/27/2021 20:34:00,21 - 30 years,8 - 10 years,College degree
25-34,Education (Higher Education),Woman,White,Production editor,4/28/2021 12:54:37,8 - 10 years,8 - 10 years,Master's degree
25-34,Nonprofits,Woman,White,Program Officer,4/27/2021 21:47:08,5-7 years,5-7 years,Master's degree
18-24,Business or Consulting,Non-binary,Asian or Asian American,Associate,4/28/2021 17:17:10,2 - 4 years,1 year or less,College degree
25-34,"Marketing, Advertising & PR",Woman,White,Director of Web Development,4/27/2021 11:56:54,8 - 10 years,8 - 10 years,College degree
35-44,Computing or Tech,Woman,"Middle Eastern or Northern African, White",Head of People,4/29/2021 6:59:53,8 - 10 years,5-7 years,College degree
45-54,Health care,Woman,Another option not listed here or prefer not to answer,Information Analyst,4/28/2021 16:52:36,21 - 30 years,21 - 30 years,Master's degree
25-34,"Marketing, Advertising & PR",Woman,White,Media Buying Director ,4/27/2021 13:37:02,8 - 10 years,5-7 years,College degree
35-44,Property or Construction,Woman,White,Senior Accounting Director,4/27/2021 13:26:42,11 - 20 years,11 - 20 years,Master's degree
55-64,Engineering or Manufacturing,Woman,White,Senior Proposal Manager,11/22/2021 18:18:53,31 - 40 years,11 - 20 years,College degree
25-34,"Marketing, Advertising & PR",Woman,White,Design Project Manager,4/27/2021 12:09:42,8 - 10 years,5-7 years,College degree
45-54,Computing or Tech,Man,White,Systems Engineer,4/27/2021 15:58:15,21 - 30 years,11 - 20 years,College degree
25-34,Nonprofits,Woman,White,"Manger, Consumer Programs",4/27/2021 12:03:29,8 - 10 years,8 - 10 years,College degree
25-34,Law,Woman,White,Summer Associate,4/29/2021 14:50:25,1 year or less,1 year or less,College degree
25-34,Computing or Tech,Woman,Asian or Asian American,Compliance Officer,4/28/2021 14:44:36,8 - 10 years,5-7 years,College degree
25-34,Retail,Other or prefer not to answer,White,Department manager,4/30/2021 14:08:20,5-7 years,5-7 years,College degree
25-34,Education (Primary/Secondary),Woman,White,High School Math Teacher,4/27/2021 15:41:14,5-7 years,5-7 years,College degree
25-34,Computing or Tech,Woman,Middle Eastern or Northern African,Senior Software Engineer,4/28/2021 17:33:36,2 - 4 years,2 - 4 years,College degree
35-44,Nonprofits,Woman,White,Manager of Community Relations,4/27/2021 14:48:10,8 - 10 years,5-7 years,Master's degree
25-34,Property or Construction,Woman,White,Project Engineer,5/5/2021 18:35:12,8 - 10 years,2 - 4 years,College degree
35-44,Education (Higher Education),Woman,White,Professor,4/28/2021 17:41:45,11 - 20 years,11 - 20 years,PhD
35-44,Government and Public Administration,Woman,White,Scientific grants management ,4/27/2021 12:52:16,8 - 10 years,2 - 4 years,PhD
25-34,"Marketing, Advertising & PR",Woman,White,Executive Administrator,4/29/2021 16:21:09,5-7 years,2 - 4 years,Master's degree
35-44,"Accounting, Banking & Finance",Woman,White,Branch Manager,4/27/2021 11:09:29,11 - 20 years,11 - 20 years,Some college
45-54,Manufacturing,Woman,White,Senior Internal Auditor,4/27/2021 11:21:36,21 - 30 years,2 - 4 years,Master's degree
25-34,Education (Higher Education),Woman,White,"Associate Director, Donor Engagement ",5/6/2021 13:27:55,8 - 10 years,8 - 10 years,College degree
35-44,Entertainment,Man,White,Game Designer,4/29/2021 13:33:11,5-7 years,31 - 40 years,College degree
35-44,Computing or Tech,Man,White,Solutions Architect,4/30/2021 14:55:55,11 - 20 years,11 - 20 years,Some college
35-44,Media & Digital,Woman,White,Radio broadcaster,4/27/2021 12:22:19,11 - 20 years,11 - 20 years,College degree
25-34,"Accounting, Banking & Finance",Woman,Asian or Asian American,enrolled agent,4/28/2021 15:22:23,11 - 20 years,8 - 10 years,College degree
35-44,"Accounting, Banking & Finance",Man,White,Manager of eBanking Operations,5/10/2021 21:13:21,11 - 20 years,8 - 10 years,College degree
25-34,Business or Consulting,Woman,White,"Associate Director, Communications",4/29/2021 18:53:26,11 - 20 years,5-7 years,College degree
25-34,Computing or Tech,Woman,White,Lead MES Developer,4/27/2021 14:07:53,5-7 years,5-7 years,College degree
35-44,Computing or Tech,Man,White,Lead Software Engineer,4/29/2021 7:33:11,11 - 20 years,11 - 20 years,College degree
35-44,Recruitment or HR,Woman,White,HR Generalist,4/29/2021 15:42:28,11 - 20 years,8 - 10 years,College degree
25-34,Art & Design,Woman,White,Editor,4/27/2021 13:16:25,8 - 10 years,8 - 10 years,College degree
55-64,Education (Higher Education),Woman,White,Professor / Instruction and Assessment Librarian,4/27/2021 15:59:14,21 - 30 years,21 - 30 years,Master's degree
25-34,Engineering or Manufacturing,Man,White,Production Color Quality Engineer,11/29/2021 18:08:55,11 - 20 years,11 - 20 years,High School
25-34,Social Work,Woman,"Black or African American, Hispanic, Latino, or Spanish origin",Tenant Interviewer,4/28/2021 10:23:36,2 - 4 years,2 - 4 years,College degree
35-44,Utilities & Telecommunications,Woman,White,Director,4/28/2021 9:26:10,11 - 20 years,11 - 20 years,Master's degree
25-34,Government and Public Administration,Other or prefer not to answer,"Hispanic, Latino, or Spanish origin",Program manager ,10/26/2021 14:19:29,8 - 10 years,2 - 4 years,College degree
35-44,Business or Consulting,Woman,White,"Director, Program Consultant",5/2/2021 13:23:59,11 - 20 years,11 - 20 years,Master's degree
35-44,Nonprofits,Woman,White,Executive director ,4/30/2021 17:36:09,21 - 30 years,8 - 10 years,Master's degree
25-34,Engineering or Manufacturing,Woman,White,Project Scientist,4/30/2021 22:21:39,5-7 years,2 - 4 years,College degree
25-34,DoD Contracting,Woman,White,Technical Writer Lead,5/3/2021 20:49:18,11 - 20 years,11 - 20 years,College degree
35-44,Education (Primary/Secondary),Woman,White,Information Systems Analyst,4/27/2021 17:51:14,8 - 10 years,2 - 4 years,College degree
25-34,Computing or Tech,Woman,"Asian or Asian American, White",Software Engineer,4/28/2021 1:03:53,11 - 20 years,11 - 20 years,College degree
45-54,Renewable Energy ,Woman,"Black or African American, Hispanic, Latino, or Spanish origin","Head of HR, Americas",4/28/2021 9:47:41,21 - 30 years,21 - 30 years,College degree
35-44,Nonprofits,Man,"Hispanic, Latino, or Spanish origin, White",Manager,4/27/2021 11:49:57,11 - 20 years,5-7 years,Master's degree
25-34,Engineering or Manufacturing,Woman,White,Sr. Controls Engineer ,4/27/2021 12:10:55,8 - 10 years,8 - 10 years,College degree
45-54,Engineering or Manufacturing,Woman,White,Human Resources Director,4/29/2021 12:51:43,11 - 20 years,11 - 20 years,College degree
25-34,Nonprofits,Woman,White,Philanthropy Officer,4/28/2021 12:05:11,5-7 years,2 - 4 years,College degree
35-44,Utilities & Telecommunications,Woman,White,Data Lead,4/27/2021 16:42:20,11 - 20 years,11 - 20 years,Master's degree
45-54,Insurance,Man,White,Product Coordinator,4/27/2021 12:04:25,31 - 40 years,11 - 20 years,Master's degree
35-44,Nonprofits,Woman,White,Operations Manager,4/27/2021 11:45:27,8 - 10 years,5-7 years,Master's degree
35-44,Government and Public Administration,Woman,White,Library Director ,4/27/2021 17:09:28,21 - 30 years,21 - 30 years,Master's degree
45-54,Media & Digital,Woman,White,Executive Vice President ,4/30/2021 7:58:47,21 - 30 years,21 - 30 years,Master's degree
25-34,Media & Digital,Man,White,Organized Play Associate,4/27/2021 17:51:41,2 - 4 years,1 year or less,College degree
under 18,Retail,Woman,"Hispanic, Latino, or Spanish origin",Technology Manager,5/7/2021 20:45:50,21 - 30 years,21 - 30 years,Some college
25-34,Law,Woman,White,Attorney,4/27/2021 12:24:08,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
25-34,Education (Primary/Secondary),Woman,White,Library Media Specialist,4/27/2021 17:07:25,1 year or less,1 year or less,Master's degree
25-34,Nonprofits,Non-binary,White,Admission Specialist,4/27/2021 12:47:13,5-7 years,2 - 4 years,College degree
55-64,Law,Man,White,Lawyer,5/28/2021 19:25:48,41 years or more,31 - 40 years,"Professional degree (MD, JD, etc.)"
25-34,Government and Public Administration,Man,White,Branch manager,4/27/2021 14:14:27,8 - 10 years,5-7 years,Master's degree
55-64,Education (Primary/Secondary),Woman,White,School Librarian,4/27/2021 15:33:26,31 - 40 years,31 - 40 years,Master's degree
35-44,Computing or Tech,Woman,White,Senior Technical Writer,4/28/2021 16:36:00,21 - 30 years,8 - 10 years,College degree
35-44,Computing or Tech,Man,White,Senior Solutions Architect,4/29/2021 9:56:58,11 - 20 years,8 - 10 years,Master's degree
25-34,Engineering or Manufacturing,Woman,Another option not listed here or prefer not to answer,Manufacturing process engineer,4/28/2021 19:09:14,5-7 years,2 - 4 years,Master's degree
25-34,Computing or Tech,Woman,Asian or Asian American,Senior Revenue Operations Analyst ,10/26/2021 13:58:08,8 - 10 years,2 - 4 years,College degree
25-34,Education (Higher Education),Woman,White,Senior research associate,5/3/2021 14:18:08,8 - 10 years,8 - 10 years,Master's degree
25-34,Childcare,Woman,White,Program Director,4/27/2021 13:37:31,5-7 years,5-7 years,College degree
35-44,Transport or Logistics,Man,White,Warehouse Manager ,4/28/2021 19:31:53,11 - 20 years,11 - 20 years,High School
35-44,Education (Higher Education),Woman,Black or African American,Program Manager,4/28/2021 15:52:18,11 - 20 years,11 - 20 years,College degree
25-34,Computing or Tech,Woman,White,Software Engineer,4/28/2021 14:36:02,5-7 years,5-7 years,College degree
35-44,Law,Woman,White,Corporate counsel,4/27/2021 12:25:44,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)"
25-34,Computing or Tech,Woman,White,Executive Communications Manager,5/14/2021 7:55:58,8 - 10 years,5-7 years,College degree
35-44,Health care,Woman,White,Audiologist/President,4/27/2021 11:25:35,21 - 30 years,11 - 20 years,PhD
25-34,Nonprofits,Woman,White,Operations Lead,10/26/2021 10:35:42,8 - 10 years,8 - 10 years,College degree
25-34,Art & Design,Woman,White,Content Specialist,4/28/2021 13:38:56,5-7 years,2 - 4 years,Master's degree
25-34,Health care,Man,White,Director of Quality,10/26/2021 15:10:28,5-7 years,2 - 4 years,Master's degree
35-44,Health care,Woman,White,Principal Health Systems Engineer,5/2/2021 14:00:31,11 - 20 years,11 - 20 years,Master's degree
35-44,"Marketing, Advertising & PR",Woman,White,"Director, Channel Marketing",4/29/2021 10:54:25,11 - 20 years,8 - 10 years,Master's degree
35-44,"Beauty, Cosmetics, Fragrance",Woman,"Hispanic, Latino, or Spanish origin, White","Director, Brand Operations",4/28/2021 15:08:14,11 - 20 years,8 - 10 years,College degree
25-34,Government and Public Administration,Woman,Black or African American,Environmental Specialist,5/9/2021 11:00:25,2 - 4 years,2 - 4 years,College degree
25-34,Health care,Woman,Black or African American,Office Manager,4/28/2021 19:21:24,5-7 years,2 - 4 years,College degree
45-54,"Accounting, Banking & Finance",Man,White,Data Analytics Developer,4/28/2021 14:15:52,31 - 40 years,11 - 20 years,Some college
35-44,Government and Public Administration,Woman,White,Attorney,4/27/2021 11:27:20,11 - 20 years,11 - 20 years,PhD
35-44,Utilities & Telecommunications,Man,White,IT Manager,4/28/2021 9:44:01,11 - 20 years,11 - 20 years,Master's degree
55-64,Engineering or Manufacturing,Woman,White,Executive Assistant,5/5/2021 16:35:06,31 - 40 years,11 - 20 years,College degree
45-54,Recruitment or HR,Woman,White,Director of Operations ,9/5/2021 20:39:53,21 - 30 years,8 - 10 years,College degree
55-64,Nonprofits,Man,White,Program Manager,4/27/2021 13:26:55,21 - 30 years,21 - 30 years,College degree
35-44,Health care,Woman,White,Infrastructure Engineering Senior Advisor,4/27/2021 15:13:14,11 - 20 years,2 - 4 years,High School
35-44,Entertainment,Woman,White,Director,4/27/2021 20:32:09,8 - 10 years,8 - 10 years,College degree
35-44,Media & Digital,Woman,White,Senior Editor,4/28/2021 12:02:06,11 - 20 years,11 - 20 years,Master's degree
35-44,Utilities & Telecommunications,Woman,White,Strategy Manager,4/30/2021 16:37:20,11 - 20 years,11 - 20 years,Master's degree
35-44,Computing or Tech,Woman,White,Customer Success Manager,4/29/2021 12:51:39,11 - 20 years,2 - 4 years,College degree
35-44,Recruitment or HR,Woman,"Native American or Alaska Native, White",Manager People Analytics,5/3/2021 16:24:43,11 - 20 years,11 - 20 years,Master's degree
45-54,"Accounting, Banking & Finance",Woman,White,Assistant Controller,5/8/2021 19:18:51,21 - 30 years,11 - 20 years,Master's degree
25-34,Computing or Tech,Woman,White,Senior Software Engineer,4/30/2021 15:32:11,11 - 20 years,8 - 10 years,College degree
25-34,Public libraries,Woman,White,Librarian,4/27/2021 12:11:34,5-7 years,8 - 10 years,Master's degree
25-34,"Accounting, Banking & Finance",Woman,White,Staff Accountant,3/14/2022 14:15:41,2 - 4 years,2 - 4 years,College degree
35-44,"Marketing, Advertising & PR",Woman,Black or African American,Team Lead,5/30/2021 9:45:08,11 - 20 years,8 - 10 years,College degree
25-34,Nonprofits,Man,White,Financial Data Specialist,4/29/2021 9:03:18,8 - 10 years,5-7 years,College degree
45-54,Nonprofits,Woman,White,Marketing Specialist,4/27/2021 18:22:27,11 - 20 years,5-7 years,Master's degree
45-54,Education (Higher Education),Woman,White,Program Assistant 3,4/29/2021 9:09:26,11 - 20 years,11 - 20 years,College degree
35-44,Health care,Woman,"Hispanic, Latino, or Spanish origin",Application Support Manager,4/30/2021 18:24:32,21 - 30 years,5-7 years,College degree
45-54,Hospitality & Events,Woman,White,Director of Human Resources ,4/29/2021 7:34:40,21 - 30 years,21 - 30 years,College degree
35-44,Education (Higher Education),Woman,White,Curriculum Development Specialist,4/28/2021 8:01:29,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)"
55-64,Nonprofits,Woman,White,Executive director ,4/27/2021 12:59:01,31 - 40 years,21 - 30 years,College degree
35-44,Engineering or Manufacturing,Woman,White,Senior Systems Engineer II,4/27/2021 12:24:59,11 - 20 years,11 - 20 years,College degree
25-34,Business or Consulting,Man,Asian or Asian American,Engineer,4/28/2021 7:17:58,5-7 years,5-7 years,College degree
25-34,Nonprofits,Woman,White,Disaster Program Manager,4/30/2021 16:53:43,5-7 years,5-7 years,Master's degree
25-34,Recruitment or HR,Woman,White,Senior Compensation Analyst,4/27/2021 14:16:31,8 - 10 years,2 - 4 years,College degree
18-24,Media & Digital,Woman,White,Digital Producer,8/19/2021 1:07:55,2 - 4 years,2 - 4 years,College degree
35-44,Nonprofits,Woman,White,Director of Development ,4/29/2021 9:05:50,11 - 20 years,8 - 10 years,Master's degree
35-44,Nonprofits,Woman,White,Supervisor ,5/3/2021 15:28:29,11 - 20 years,11 - 20 years,Master's degree
35-44,Health care,Woman,White,Project Manager,4/30/2021 20:44:07,8 - 10 years,8 - 10 years,Some college
45-54,Health care,Woman,Another option not listed here or prefer not to answer,Medical supply tech,8/13/2021 12:50:48,11 - 20 years,11 - 20 years,Some college
55-64,Health care,Woman,White,Nurse Practitioner ,5/1/2021 21:01:02,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)"
25-34,Engineering or Manufacturing,Woman,Another option not listed here or prefer not to answer,Geoscientist,4/28/2021 14:50:52,5-7 years,5-7 years,College degree
35-44,Education (Higher Education),Woman,White,Director of Communications,5/6/2021 17:34:57,11 - 20 years,11 - 20 years,College degree
35-44,Recruitment or HR,Woman,White,Recruiting Administration ,4/28/2021 22:43:20,5-7 years,5-7 years,College degree
45-54,Recruitment or HR,Non-binary,White,UX Designer,4/27/2021 19:50:11,21 - 30 years,2 - 4 years,College degree
45-54,Computing or Tech,Woman,Another option not listed here or prefer not to answer,Database Administrator,4/27/2021 11:56:14,21 - 30 years,11 - 20 years,Master's degree
18-24,Business or Consulting,Woman,White,Senior Technology Consultant,4/27/2021 12:00:06,2 - 4 years,2 - 4 years,College degree
25-34,Education (Higher Education),Woman,White,Digital Scholarship Strategist,4/27/2021 16:23:11,8 - 10 years,2 - 4 years,College degree
25-34,Nonprofits,Woman,Black or African American,Lead Organizer,4/28/2021 16:23:00,2 - 4 years,2 - 4 years,College degree
25-34,Recruitment or HR,Woman,White,Training Manager,4/27/2021 12:46:06,11 - 20 years,5-7 years,Master's degree
35-44,Nonprofits,Woman,White,Marketing Director,4/27/2021 20:04:40,11 - 20 years,8 - 10 years,College degree
45-54,Insurance,Woman,White,community Outreach Manager,4/28/2021 0:12:06,11 - 20 years,11 - 20 years,Some college
35-44,Computing or Tech,Man,White,Scientist,4/29/2021 0:09:50,8 - 10 years,8 - 10 years,PhD
55-64,Law,Woman,White,Patent attorney ,4/27/2021 11:20:46,31 - 40 years,21 - 30 years,PhD
45-54,Law,Other or prefer not to answer,Another option not listed here or prefer not to answer,Legal Assistant,4/28/2021 14:34:42,21 - 30 years,2 - 4 years,College degree
25-34,Business or Consulting,Woman,Asian or Asian American,Senior manager ,4/29/2021 12:54:47,8 - 10 years,8 - 10 years,College degree
55-64,Computing or Tech,Man,White,Product owner ,10/26/2021 13:23:05,11 - 20 years,11 - 20 years,College degree
55-64,Computing or Tech,Woman,White,Senior Principle Cyber Software Engineer,4/28/2021 7:38:30,31 - 40 years,31 - 40 years,Master's degree
35-44,Engineering or Manufacturing,Woman,White,Civil Engineer ,4/28/2021 13:13:12,11 - 20 years,2 - 4 years,College degree
35-44,Hospitality & Events,Woman,White,Project Manager,4/27/2021 12:55:53,8 - 10 years,5-7 years,Some college
25-34,"Accounting, Banking & Finance",Woman,White,Administrative Assistant,4/28/2021 12:27:35,8 - 10 years,8 - 10 years,Master's degree
35-44,Property or Construction,Woman,White,CFO,4/27/2021 13:23:35,21 - 30 years,11 - 20 years,College degree
25-34,Recruitment or HR,Woman,White,Recruiter,4/27/2021 12:58:11,11 - 20 years,2 - 4 years,College degree
35-44,Computing or Tech,Woman,White,Vice President of People and Culture ,4/27/2021 22:06:45,11 - 20 years,11 - 20 years,Master's degree
25-34,Business or Consulting,Woman,White,consultant,6/14/2021 12:44:11,5-7 years,2 - 4 years,Master's degree
45-54,Computing or Tech,Man,White,CTO,4/28/2021 21:15:50,11 - 20 years,11 - 20 years,Master's degree
35-44,Social Work,Woman,White,Medical Social Worker,4/27/2021 12:46:19,11 - 20 years,11 - 20 years,Master's degree
45-54,Business or Consulting,Woman,White,Senior Consultant,4/27/2021 11:54:56,21 - 30 years,21 - 30 years,PhD
45-54,Computing or Tech,Woman,White,Technical writer,4/28/2021 17:25:50,21 - 30 years,11 - 20 years,College degree
25-34,Insurance,Woman,White,Analyst/ Supervisor,4/27/2021 19:45:11,2 - 4 years,2 - 4 years,College degree
25-34,Utilities & Telecommunications,Woman,Asian or Asian American,Technical support engineer,4/27/2021 22:42:11,5-7 years,2 - 4 years,College degree
45-54,Media & Digital,Woman,White,Senior Editor,4/27/2021 15:15:20,21 - 30 years,21 - 30 years,College degree
35-44,Engineering or Manufacturing,Woman,White,Project Manager ,5/6/2021 9:53:38,11 - 20 years,11 - 20 years,Master's degree
25-34,Clergy,Man,White,Senior Pastor,4/29/2021 0:20:50,11 - 20 years,5-7 years,Master's degree
25-34,Engineering or Manufacturing,Woman,White,Software Engineer,4/29/2021 16:00:49,2 - 4 years,2 - 4 years,College degree
25-34,Computing or Tech,Man,White,Senior Software Engineer,4/28/2021 18:29:29,11 - 20 years,11 - 20 years,Some college
25-34,Government and Public Administration,Woman,White,Desk Clerk ,4/28/2021 10:56:07,5-7 years,1 year or less,College degree
25-34,Health care,Woman,Another option not listed here or prefer not to answer,nurse,4/29/2021 1:21:04,5-7 years,5-7 years,College degree
35-44,Computing or Tech,Man,White,Business Analyst,4/28/2021 1:41:29,8 - 10 years,5-7 years,Master's degree
25-34,Production and Manufacturing,Woman,White,Factory Quality Specialist,4/28/2021 3:02:35,8 - 10 years,5-7 years,College degree
35-44,Health care,Woman,"Asian or Asian American, White",Director of Communications,4/27/2021 18:01:49,11 - 20 years,8 - 10 years,Master's degree
18-24,Health care,Woman,White,"Associate engineer, packaging ",5/4/2021 14:55:52,1 year or less,1 year or less,College degree
25-34,"Marketing, Advertising & PR",Woman,White,Copy supervisor,4/27/2021 11:07:23,5-7 years,5-7 years,College degree
25-34,Online education,Woman,White,Motion Designer,4/28/2021 19:52:55,2 - 4 years,2 - 4 years,College degree
45-54,Law,Man,White,Administrative Law Specialist,6/23/2021 13:59:58,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
35-44,Education (Higher Education),Woman,White,Instructor--Technical College,4/28/2021 11:35:07,11 - 20 years,1 year or less,College degree
35-44,Health care,Woman,White,Medical billing clerk,4/27/2021 11:37:35,11 - 20 years,2 - 4 years,College degree
18-24,Computing or Tech,Woman,"Hispanic, Latino, or Spanish origin, White",Machine Learning Engineer,4/29/2021 13:59:35,2 - 4 years,2 - 4 years,Master's degree
18-24,Health care,Woman,White,Medical laboratory technician ,4/28/2021 12:06:13,5-7 years,5-7 years,College degree
35-44,"Marketing, Advertising & PR",Woman,White,"Sr Manager, Digital ",4/27/2021 11:42:47,11 - 20 years,11 - 20 years,Master's degree
35-44,Education (Higher Education),Man,White,Employer Relations Manager,4/28/2021 10:50:52,11 - 20 years,2 - 4 years,Master's degree
35-44,Government and Public Administration,Man,White,Engineer,4/27/2021 17:37:07,11 - 20 years,11 - 20 years,College degree
25-34,Education (Primary/Secondary),Woman,"Middle Eastern or Northern African, White",French teacher,8/16/2021 0:49:34,11 - 20 years,8 - 10 years,PhD
35-44,Education (Higher Education),Woman,White,Director of Philanthropy,4/27/2021 13:58:44,11 - 20 years,11 - 20 years,College degree
35-44,Business or Consulting,Woman,White,Email Marketing Director,4/27/2021 11:10:34,11 - 20 years,11 - 20 years,Master's degree
35-44,Business or Consulting,Woman,White,Director,5/6/2021 10:38:53,11 - 20 years,11 - 20 years,Master's degree
25-34,Business or Consulting,Non-binary,White,Senior Mobility and Software Analyst,4/27/2021 13:57:00,2 - 4 years,2 - 4 years,College degree
25-34,Engineering or Manufacturing,Woman,White,Civil Engineer,4/27/2021 11:11:17,5-7 years,5-7 years,College degree
25-34,Computing or Tech,Man,"Hispanic, Latino, or Spanish origin",Software Engineer,4/28/2021 23:19:34,2 - 4 years,2 - 4 years,College degree
25-34,Computing or Tech,Man,Asian or Asian American,Program coordinator,4/28/2021 18:25:28,5-7 years,5-7 years,College degree
65 or over,Health care,Woman,White,Nurse Practitioner,4/27/2021 12:07:07,41 years or more,41 years or more,Master's degree
25-34,Social Work,Woman,White,Social Services Specialist ,4/28/2021 2:17:57,8 - 10 years,5-7 years,Master's degree
25-34,Health care,Man,"Hispanic, Latino, or Spanish origin",Pharmacy tech ,4/28/2021 18:59:24,11 - 20 years,8 - 10 years,Some college
35-44,Computing or Tech,Woman,White,senior software engineer,4/27/2021 13:29:42,11 - 20 years,11 - 20 years,College degree
55-64,"Accounting, Banking & Finance",Woman,White,Director HR,4/28/2021 0:06:03,41 years or more,31 - 40 years,College degree
25-34,Computing or Tech,Man,White,Engineering Manager,5/5/2021 12:39:59,8 - 10 years,8 - 10 years,College degree
35-44,Property or Construction,Woman,White,Preconstruction coordinator,4/27/2021 12:28:35,11 - 20 years,5-7 years,College degree
25-34,Sales,Man,"Middle Eastern or Northern African, White",CFO,10/26/2021 12:44:34,8 - 10 years,5-7 years,Master's degree
45-54,Recruitment or HR,Woman,White,Team Leader,4/28/2021 17:53:24,21 - 30 years,11 - 20 years,College degree
55-64,MANUFACTURING,Woman,White,COST ESTIMATING/FINANCE,5/5/2021 17:01:12,21 - 30 years,21 - 30 years,Some college
25-34,Education (Higher Education),Woman,White,Assistant Vice President of Enrollment,4/28/2021 10:00:00,11 - 20 years,11 - 20 years,Master's degree
25-34,"Marketing, Advertising & PR",Woman,Another option not listed here or prefer not to answer,Account Supervisor,4/28/2021 17:42:54,11 - 20 years,8 - 10 years,Master's degree
25-34,Law,Woman,White,Legal Assistant,4/27/2021 11:41:05,2 - 4 years,2 - 4 years,Master's degree
35-44,academic publishing,Woman,"Asian or Asian American, White",acquisitions editor/book editor,5/6/2021 12:37:21,11 - 20 years,11 - 20 years,College degree
35-44,Education (Higher Education),Woman,White,associate director,4/27/2021 23:12:00,11 - 20 years,5-7 years,Master's degree
35-44,Computing or Tech,Woman,White,Software QA,5/3/2021 16:49:44,11 - 20 years,2 - 4 years,College degree
35-44,Nonprofits,Woman,White,"Associate Director, Individual Giving",4/27/2021 13:41:12,11 - 20 years,11 - 20 years,College degree
25-34,Transport or Logistics,Woman,White,Senior Program Manager,4/27/2021 11:25:46,8 - 10 years,8 - 10 years,Master's degree
25-34,Recruitment or HR,Woman,White,HR Manager,4/28/2021 18:08:39,2 - 4 years,2 - 4 years,College degree
25-34,Computing or Tech,Man,"Hispanic, Latino, or Spanish origin",Software consultant ,4/28/2021 17:48:54,11 - 20 years,11 - 20 years,College degree
25-34,"Marketing, Advertising & PR",Woman,White,Senior Channel Manager,4/29/2021 12:11:01,5-7 years,5-7 years,College degree
25-34,Education (Higher Education),Non-binary,White,Assistant Professor ,4/27/2021 12:37:20,5-7 years,5-7 years,PhD
45-54,Nonprofits,Woman,White,Reference Librarian,4/28/2021 17:34:06,21 - 30 years,21 - 30 years,Master's degree
45-54,Hospitality & Events,Woman,White,Vice President of Sales and Marketing ,4/29/2021 9:33:57,21 - 30 years,11 - 20 years,Some college
